,movie_name,movie_tag,movie_country,movie_length,movie_release,movie_rate,movie_summary,movie_director,movie_actor,movie_rank,movie_firtweek_ticket,movie_all_ticket
1467,沂蒙山,纪录片-舞台艺术,中国大陆 ,121,2021-07-07,Unknown,《沂蒙山》以抗日战争为主线，以大青山突围、渊子崖战役为创作素材，讲述了海棠、林生、夏荷、孙九龙等人在国家危亡与个人命运的纠葛中，牺牲小我、军民一心、团结抗战的故事，艺术展现了“沂蒙精神”的红色基因。,黄定山,王丽达-王传亮-杨小勇-张卓,Unknown,20,35
1468,江南：在爱开始的地方等你,青春-爱情-悬疑,中国大陆 ,99,2024-09-15,Unknown,陆骁（刘冬沁 饰）和孟瑶（赖雨濛 饰）是江南某大学同学，两人一见钟情，而苦苦追求孟瑶的杨宇（王沛为 饰）却与有着共同打球爱好的陆骁成了生死兄弟；另外，热烈火辣的朱娜（朱丹妮 饰）也开始疯狂追爱陆骁。与此同时，一位神秘人物也悄悄介入他们之间的感情，几人长达二十年的情感纠葛就此拉开……,康锐,赖雨濛-刘冬沁-金巧巧-朱丹妮,Unknown,233,354
1469,捍卫者,剧情-战争-历史,中国大陆 ,108,2017-09-22,91,1937年8月 淞沪会战爆发。年仅28岁、时任国民革命军营长的 姚子青率部600人，守卫阻拦日军登陆推进的战略要点 宝山县，抵御日军 鹰森孝联队2500人在坦克、飞机、舰炮配合下发起的进攻。面对敌众我寡、装备落后、火力悬殊，日军海陆空协同攻击的战术，以及宝山城无险可据等种种劣势，姚子青制定了“战宝山而不守宝山”的制敌策略，首战即让日军付出了200多人伤亡的惨重代价。在守卫宝山的七天浴血鏖战里， 姚子青以卓越的军事指挥才能和谋略智慧，审时度势，灵活运用各种战术，与日军斗智斗勇，用出敌意料的阵地战、伏击战、狙击战等，抵御住了日军一次又一次的疯狂进攻。9月7日清晨，日军在增援部队的配合下，破城而入。姚子青率残部二十余人，在援军被歼，粮食弹药即将消耗殆尽的恶劣情形下，抱定“誓与宝山共存亡”的必死决心，与日军展开了数小时的惨烈巷战，最后全营官兵全部壮烈殉国。 电影海报,廖希,白恩-吕星辰-赫子铭,Unknown,380,1033
1470,我的少女时代,喜剧-爱情,中国台湾 ,134,2015-11-19,92,神经大条且长相平凡的林真心 （ 宋芸桦 饰），每天眼珠都是跟着校内风云人物欧阳非凡 （ 李玉玺 饰）转动，而徐太宇 （ 王大陆 饰）身为学校头号痞子，则一心要把上亮丽的校花陶敏敏 （ 简廷芮 饰）。林真心偶然发现欧阳和陶敏敏交往的秘密；在喜欢敏敏的流氓学生徐太宇的胁迫下，两人组成“失恋阵线联盟”，誓言拆散这对金童玉女，帮彼此倒追心上人。一个是LOSER壁花想要走到白马王子身边，一个是地痞混混想追到圣女校花，两人一路跌跌撞撞、笑料百出，却万万没想到对彼此动了心 。,陈玉珊,宋芸桦-王大陆-李玉玺-简廷芮,Unknown,10728,35893
1471,那些年，我们一起追的女孩,剧情-喜剧-爱情,中国台湾 ,110,2012-01-06,84,1994年的彰化县精诚中学， 柯景腾与一帮好友都喜欢同一个女孩： 沈佳宜。柯景腾成绩暴烂而且调皮捣蛋，于是老师将他“托付”给沈佳宜，她是班里最优秀的女生。在沈佳宜的监督鼓励下，柯景腾的成绩芝麻开花节节高，渐渐地，他喜欢上了气质优雅的沈佳宜。但是柯景腾不敢向心爱的女生表白，因为几乎被所有男生喜欢的沈佳宜对追求她的男生一律有一种反感。毕业之后，联考放榜，柯景腾考上了 台湾交通大学管科系，而沈佳宜在联考时因身体不适表现失常，只考上了台北师范学院。尽管身隔两地，柯景腾每晚都会排队打公共电话关心沈佳宜。柯景腾认为男生都要在女生面前表现自己最强的一面，于是举办了一场“自由格斗赛”。赛后，沈佳宜怪柯景腾幼稚，而柯景腾则认为，沈佳宜不能理解他想在她面前表现出勇敢的一面，两人因此大吵一架。大雨中，柯景腾痛苦地放弃追求沈佳宜。大学毕业以后，柯景腾考上东海大学研究所，并在过程中开始写小说。尽管两人未能成为恋人，不过友情却进一步升华，成为永远的好友。最后，大家都得到了各自的成长，拥有自己的未来。,九把刀,柯震东-陈妍希-敖犬-郝劭文,Unknown,2782,7646
1472,谁的青春不迷茫,剧情-爱情,中国大陆 ,108,2016-04-22,86,人生一直处于辉煌巅峰的林天娇 （ 郭姝彤 饰），面对人生最重要的一次高考加分考试却重感冒了，情急之下她想通过作弊的方式顺利过关。没想到作弊也是需要技巧的，作弊失误的林天娇被高翔 （ 白敬亭 饰）看到，掉在地上的课本被老师误解这是高翔所为，高翔选择为林天娇挡了一刀。林天娇并不知道，她的人生的轨道从那一刻开始走向了另外一根轨道。毕竟高翔是她整个学习生涯中最反感的人。和自己讨厌的人扯上关系之后，林天娇用尽了各种方式想要摆脱高翔。倒不是谁吸引着谁，而是少年时大多数的气急败坏不是因为真的讨厌，而是因为害怕别人的眼光，害怕自己会变得不一样，害怕有人进入内心，害怕看不到前方而恐慌。在这个过程中，两个人互相拆台，林天娇发誓要拼个你死我活 。,姚婷婷,白敬亭-郭姝彤-李宏毅-丁冠森,Unknown,9963,17960
1473,无敌破坏王,喜剧-动画-奇幻-冒险,美国 ,101,2012-11-06,90,无敌破坏王生活在一个80年代出品的游戏中，他的设定身份是一个反派，每天的生活就是在游戏《快手阿修》中大搞破坏，其后由玩家操作的 英雄人物快手阿修会及时赶到进行修补，赢得奖牌包揽一切荣耀。身为反派的破坏王厌倦了自己的生活，眼看阿修被胜利者的光环围绕，自己却日复一日在无趣中过活，他终于决定改变。单纯的他以为只要自己也能得到一枚奖牌，就可以摆脱反派的身份，于是破坏王在游戏厅歇业后，偷偷离开了自己的游戏，前去闯荡其他电子游戏的世界。在途中，破坏王结识了来自《 英雄使命》的冷酷队长和来自90年代糖果赛车游戏《甜蜜冲刺》的小女孩云妮。后者梦想着能上场比赛，但其身份也不允许她梦想成真。破坏王所属的游戏《快手阿修》由于失去了他被认定为系统错误，如不尽快返回，则游戏就会被永久删除；而《甜蜜冲刺》的游戏世界则在悄悄酝酿着一场巨大的、威胁到整个游戏世界的阴谋。这也许是无敌破坏王实现梦想的机会，但也可能是一条不归路。最终他扭转乾坤，成为一名真正的英雄。,瑞奇·摩尔,约翰·C·赖利-萨拉·丝沃曼-简·林奇-杰克·麦克布瑞尔,Unknown,2956,6389
1474,致我们终将逝去的青春,爱情-青春,中国大陆 ,132,2013-04-26,83,18岁的郑微 （ 杨子姗 饰）终于如愿考上青梅竹马邻家大哥哥林静 （ 韩庚 饰）所在学校的邻校，等她满怀期冀地步入大学校园，却遭遇打击——林静出国留学，杳无音信。郑微倍感失落，患难时刻与室友朱小北 （ 刘雅瑟 饰）、阮莞 （ 江疏影 饰）、黎维娟 （ 张瑶 饰）及师哥老张 （ 包贝尔 饰）结下深厚友谊，同时富家公子许开阳 （ 郑恺 饰）对郑微展开了疯狂的追求，而备受男生欢迎的阮莞用她特有的清冷守护着对于爱情的忠贞。一次偶然的误会使郑微与老张室友陈孝正 （ 赵又廷 饰）结为死敌，在一次次地反击中，郑微发现自己爱上了这个表面冷酷、内心善良的高材生，于是疯狂地反击演变为死缠烂打地追求，而陈孝正也终于在强攻之下缴械投降，欢喜冤家终成甜蜜恋人。大四毕业之际郑微的生活再次经受考验：陈孝正迫于家庭压力选择出国留学，却迟迟不敢告诉郑微。感觉再次被欺骗的郑微痛苦地离开陈孝正，却遇到搂着新欢的许开阳。多年后，郑微已蜕变为职场上的白领丽人，竟再次品尝命运的无常：带着悔意和爱意的林静和陈孝正同时回到她的生活里 。,赵又廷,,Unknown,14557,71902
1475,暗恋·橘生淮南,爱情-青春,中国大陆 ,102,2022-06-02,81,盛淮南 （ 辛云来 饰），这个名字从儿时起便深深刻在洛枳 （ 张雪迎 饰）心中。高中重逢，盛淮南像一道光，让洛枳忍不住仰望追随，也让洛枳的少女心事无处可藏。天台上刻着的“洛枳爱盛淮南，谁也不知道”是洛枳说不出口的暗恋宣言。考进大学后，洛枳满心期待展开新的生活，竟发现盛淮南在同一所大学。两人逐渐认识，越走越近，却都不敢表白心迹。当成长和现实的压力接踵而来，这场漫长的暗恋，究竟该如何安放 。,黄斌,张雪迎-辛云来-伍嘉成-刘琳,Unknown,5638,13543
1476,闪光少女,剧情-喜剧-音乐,中国大陆 ,100,2017-07-20,92,陈惊 （ 徐璐 饰）是一个古灵精怪、敢爱敢恨的姑娘，江湖人称神经。作为音乐附中的奇葩人物，陈惊人缘欠佳只有男闺蜜油渣 （ 彭昱畅 饰）甘愿为她鞍前马后。自信满满的陈惊恋上了校草师哥，不料却遭到校草的嘲笑和奚落，还引起了校园两大院系之间的大混战。为了向师哥证明自己，陈惊联手502宿舍神秘人物组成2.5次元乐团，挑战权威、破除成见，上演了一幕幕生猛搞笑的青春趣事 。,王冉,徐璐-彭昱畅-刘泳希-骆明劼,Unknown,2351,6490
1477,布达佩斯大饭店,剧情-喜剧-冒险,"美国,英国,德国 ",100,2014-02-06,87,故事要从一位无名作家（裘德·洛 Jude Law 饰）说起，为了专心创作，他来到了名为“布达佩斯”的饭店，在这里，作家遇见了饭店的主人穆斯塔法（F·莫里·亚伯拉罕 F. Murray Abraham 饰），穆斯塔法邀请作家共进晚餐，席间，他向作家讲述了这座饱经风雨的大饭店的前世今生。 饭店曾经的主人名叫古斯塔沃（拉尔夫·费因斯 Ralph Fiennes 饰），而年轻的穆斯塔法（托尼·雷沃罗利 Tony Revolori 饰）在当时不过是追随着他的一介小小门童。古斯塔沃为人正直，精明能干，在他的经营和组织之下，布达佩斯大饭店成为了当时首屈一指的度假胜地。古斯塔沃和年迈的D夫人（蒂尔达·斯文顿 Tilda Swinton 饰）情投意合，D夫人去世后，在遗嘱中将一副价值连城的名画留给了古斯塔沃，这一举动惹恼了她的儿子迪米特里（阿德里安·布洛迪 Adrie...,韦斯·安德森,拉尔夫·费因斯-托尼·雷沃罗利-西尔莎·罗南-F·默里·亚伯拉罕,Unknown,Unknown,Unknown
1478,归来,剧情-爱情-历史-传记,中国大陆 ,111,2014-05-16,86,20世纪70年代初，与家人音讯隔绝多年的陆焉识 （ 陈道明 饰）因思念心切，在一次农场转迁途中逃跑。然而，简单的团聚愿望实现起来却并不容易，陆焉识的行为，给已经长大成人了的女儿带来压力，在舞校跳芭蕾舞的女儿陆丹珏害怕从此坐冷板凳，为此，她想方设法阻止母亲冯婉瑜 （ 巩俐 饰）与陆焉识相见，结果使夫妻俩近在咫尺，却相隔天涯，在全家人的心里都留下了或深或浅的阴影。几年后，陆焉识落实政策，平反回家，在漫长的分离中，他靠思念度日，内心深处最重要的支撑与坚持，乃是对妻子冯婉喻的深爱和对家庭团聚的憧憬。然而，世事无常，造化弄人。当陆焉识风尘仆仆、满怀希望地归来，却发现一切已经物是人非，摆在他面前的并非预想中的生活现实：女儿陆丹珏，为自己的青春期成长付出了代价，无法面对自己，更无法轻易原谅自己；而更让陆焉识深受打击的是，亲人相见难相识，患病的冯婉喻已经不认识他了。多少年，他的衷肠无人倾诉，生活的希望轰然坍塌，他一时不知如何应对。当然，冯婉瑜是深爱陆焉识的，这种爱即使在艰难的岁月也没有被丝毫磨损，而是沉积在心底，转化成多少个春秋默默无言的等待，甚至沉痛地付出，她笃信，自己的丈夫陆焉识有一天终会回来的。虽然夫妻重逢，冯婉喻并没有认出丈夫，但这并不等于她忘记了陆焉识，只不过，她记忆中陆焉识的模样停留在了过去，停留在分离之前，停留在往昔的美好岁月里。意外的变故，使陆焉识尴尬地变成了家庭中的局外人。于是，陆焉识想出种种办法，试图唤醒妻子的记忆。但是，无论陆焉识怎么努力，都难以找到自己存在的位置，现实中的他再也不能把自己跟妻子记忆中的陆焉识相重合。如何重新走进自己的家门，如何陪伴着生病的妻子，怎样实现对一对正常夫妻来说最简单不过的厮守，一切本不该成为障碍，却成了陆焉识必须直面和解决的难题，现实和内心的深情，迫使他做出最荒诞却又最合理的人生选择。屡屡碰壁的陆焉识最终意识到，对他跟冯婉瑜这对历尽沧桑的老夫妻来说，生活中最强烈、最执着、最现实的情爱，就是在永远的等待中一起慢慢变老。,张艺谋,陈道明-巩俐-张慧雯-闫妮,Unknown,8133,29136
